rownames,ME,RMSE,MAE,MPE,MAPE,MASE,ACF1,PredictGroup,PredictMessage
420B06|TARVER2,4.778055659374264,4.909824890102213,4.778055659374264,0.16941980446198898,0.16941980446198898,0,0,420B06|TARVER,ESB
420B06|TAVOUR2,-0.18025010526843097,0.18025010526843097,0.18025010526843097,-1e38,1e38,-0,-0,420B06|TAVOUR,ESB
420B06|TREUHOM2,5.5856485602017365,8.481898154811365,6.383034268316965,0.13148613289931949,0.16773093781364806,0,0,420B06|TREUHOM,ESB
420B06|TURNER2,6.967337688652204,13.74482303209474,11.848053245824335,0.08521285499012188,0.20425469784797873,0,0,420B06|TURNER,ESB
420B06|UNTDAB2,-1.094968929997151,27.058116750982183,27.035952455057384,-0.03526504513089923,0.15480874801136113,-0,-0,420B06|UNTDAB,ESB
420B06|UNTDAT2,-1.8982855456644074,193.4220982539437,193.41278294090432,-0.020091332809474796,0.1070643107364684,-0,-0,420B06|UNTDAT,ESB
420B06|UNTDNC2,5.136641978136751,5.256344778313062,5.136641978136751,0.09805202946154645,0.09805202946154645,0,0,420B06|UNTDNC,ESB
420B06|UNTDSV2,23.186333819119753,43.681612947162904,37.01995723517375,0.058309748465737346,0.12034393418795257,0,0,420B06|UNTDSV,ESB
420B06|VAEAGLS2,9.747061199107115,11.004804774413238,9.747061199107115,0.08294284947560593,0.08294284947560593,0,0,420B06|VAEAGLS,ESB
420B06|WALLING2,5.946243636701178,6.042196676818849,5.946243636701178,0.24369872609896343,0.24369872609896343,0,0,420B06|WALLING,ESB
420B06|WANTZMD2,-0.3585586933643192,10.8191331327765,10.813189973738329,-0.087567214133717,0.28482440810303794,-0,-0,420B06|WANTZMD,ESB
420B06|WDENSCH2,5.044317869393531,11.442638496292249,10.270775676128189,0.07202516458075203,0.18322639451127665,0,0,420B06|WDENSCH,ESB
420B06|WILSBAC2,1.300030436960217,1.3096341140947503,1.300030436960217,0.0595424029457124,0.0595424029457124,0,0,420B06|WILSBAC,ESB
420B06|YAHNIS2,48.95237298375561,49.17138558053696,48.95237298375561,0.3182961642941208,0.3182961642941208,0,0,420B06|YAHNIS,ESB
