rownames,PredictGroup,PredictDate,PredictValue,PredictValue_StdPlus,PredictValue_StdMinus,PredictValue_StdPlus2,PredictValue_StdMinus2,PredictMessage
420B06|CITYBEV57,420B06|CITYBEV,2016-01-25,146.28382112278155,146.27623314865167,145.96240870663888,146.41745904230956,145.821182812981,XGB
420B06|CITYBEV58,420B06|CITYBEV,2016-02-01,167.6889415583321,168.25098616081436,167.70221042938147,168.4979437992707,167.45525279092513,XGB
420B06|CITYBEV59,420B06|CITYBEV,2016-02-08,170.8658875352628,170.85355441431358,170.34347955982406,171.08309605452385,170.1139379196138,XGB
420B06|CITYBEV60,420B06|CITYBEV,2016-02-15,138.2488083092319,138.2237216106479,137.18618259821628,138.69063034884488,136.7192738600193,XGB
420B06|CITYBEV61,420B06|CITYBEV,2016-02-22,156.90157255023723,157.05194415384128,156.90512255571528,157.11801616298956,156.839050546567,XGB
420B06|CITYBEV62,420B06|CITYBEV,2016-02-29,171.1802595914878,171.16806477723128,170.66371002930975,171.39503228026885,170.43674252627218,XGB
420B06|CITYBEV63,420B06|CITYBEV,2016-03-07,366.0828920934521,366.0528590394901,364.81074800428456,366.61182837866613,364.25177866510853,XGB
420B06|CITYBEV64,420B06|CITYBEV,2016-03-14,192.25296521546352,206.07208331579807,192.57920995703682,212.14408677697446,186.50720649586043,XGB
420B06|CITYBEV65,420B06|CITYBEV,2016-03-21,190.52651296807517,190.4873274727561,188.8666885521395,191.21664026430557,188.13737576059003,XGB
420B06|CITYBEV66,420B06|CITYBEV,2016-03-28,154.99056938247554,155.34304078661944,154.99889060394003,155.49791373657095,154.84401765398852,XGB
420B06|CITYBEV67,420B06|CITYBEV,2016-04-04,137.66874644119662,137.66057759130138,137.32272921222386,137.8126146313422,137.17069217218304,XGB
420B06|CITYBEV68,420B06|CITYBEV,2016-04-11,137.2288780028498,137.20583803245788,136.2529478764707,137.6346534649779,135.82413244395067,XGB
420B06|CITYBEV69,420B06|CITYBEV,2016-04-18,133.14477948051376,133.85709657619398,133.16159601722117,134.1700826755255,132.84860991788966,XGB
420B06|CITYBEV70,420B06|CITYBEV,2016-04-25,137.1133797222103,136.5887498595786,114.89103831156544,146.35305847762373,105.12672969352032,XGB
420B06|CITYBEV71,420B06|CITYBEV,2016-05-02,141.6461139689111,141.97482955518308,141.6538743578676,142.1192643999463,141.50943951310438,XGB
420B06|CITYBEV72,420B06|CITYBEV,2016-05-09,142.75773293680732,142.21331119825166,119.69704461671945,152.34598234846743,109.5643734665037,XGB
420B06|CITYBEV73,420B06|CITYBEV,2016-05-16,106.44326911101552,106.43550693851292,106.11447797706039,106.57997497828828,105.97000993728503,XGB
420B06|CITYBEV74,420B06|CITYBEV,2016-05-23,205.10067468654916,205.08800745360242,204.56411435073773,205.32376752110616,204.32835428323398,XGB
420B06|CITYBEV75,420B06|CITYBEV,2016-05-30,98.7074315782329,98.69868485903807,98.33693688470622,98.86147708970776,98.17414465403652,XGB
420B06|CITYBEV76,420B06|CITYBEV,2016-06-06,164.41511599137675,163.4505799455829,123.5591700393415,181.40233659381568,105.60741339110871,XGB
420B06|CITYBEV77,420B06|CITYBEV,2016-06-13,109.2636781710828,109.4073410951026,109.2670697965961,109.47046536725638,109.20394552444232,XGB
420B06|CITYBEV78,420B06|CITYBEV,2016-06-20,121.11605365150922,141.42525927958351,121.59551778906008,150.3489522368371,112.6718248318065,XGB
420B06|CITYBEV79,420B06|CITYBEV,2016-06-27,165.91688756864596,165.9144129719,165.81206827096685,165.96046968360073,165.7660115592661,XGB
420B06|CITYBEV80,420B06|CITYBEV,2016-07-04,103.12073700959581,103.39621040788813,103.12724044541449,103.51725108615345,103.00619976714917,XGB
420B06|CITYBEV81,420B06|CITYBEV,2016-07-11,121.08932448049495,121.15565194801061,121.09089035375413,121.18479567551927,121.06174662624548,XGB
420B06|CITYBEV82,420B06|CITYBEV,2016-07-18,113.63707441098586,113.71074311942714,113.6388135978553,113.7431125260266,113.60644419125585,XGB
420B06|CITYBEV83,420B06|CITYBEV,2016-07-25,145.5609096508772,145.55500163047122,145.3106569377287,145.66496055327468,145.20069801492525,XGB
420B06|CITYBEV84,420B06|CITYBEV,2016-08-01,137.2733452570792,137.76509626240474,137.2849546216194,137.9811674895767,137.06888339444743,XGB
420B06|CITYBEV85,420B06|CITYBEV,2016-08-08,121.9299946380595,121.92508434807573,121.7220039226676,122.01647370697566,121.63061456376767,XGB
420B06|CITYBEV86,420B06|CITYBEV,2016-08-15,129.24064438606683,129.23153044782057,128.8545949791804,129.40115728780992,128.68496813919106,XGB
420B06|CITYBEV87,420B06|CITYBEV,2016-08-22,111.3613119129077,111.36127524587735,111.359758765966,111.36195768549017,111.35907632635319,XGB
420B06|CITYBEV88,420B06|CITYBEV,2016-08-29,129.23741360728968,157.88202211411073,129.91366174642025,170.4682205049654,117.3274633555656,XGB
420B06|CITYBEV89,420B06|CITYBEV,2016-09-05,102.41400745563237,102.4069159322921,102.11362376798141,102.53890198073996,101.98163771953354,XGB
420B06|CITYBEV90,420B06|CITYBEV,2016-09-12,110.30935249132949,110.52609182509391,110.31446932059598,110.62132525281596,110.21923589287393,XGB
420B06|CITYBEV91,420B06|CITYBEV,2016-09-19,122.84625076033831,123.09525850867828,122.85212938934467,123.2046704044883,122.74271749353466,XGB
420B06|CITYBEV92,420B06|CITYBEV,2016-09-26,165.14992549676185,165.14673502506602,165.0147830728628,165.20611546162564,164.95540263630318,XGB
420B06|CITYBEV93,420B06|CITYBEV,2016-10-03,139.04965991707036,139.07990534571923,139.0503739577191,139.0931949309234,139.03708437251493,XGB
420B06|CITYBEV94,420B06|CITYBEV,2016-10-10,169.5462230438677,169.53678380511383,169.14639451486732,169.71246507466665,168.9707132453145,XGB
420B06|CITYBEV95,420B06|CITYBEV,2016-10-17,140.32023216355628,139.90092198124515,122.55903576208695,147.7050412630498,114.75491648028232,XGB
420B06|CITYBEV96,420B06|CITYBEV,2016-10-24,115.5083787553724,131.56572659735986,115.88746411082177,138.62118925177492,108.8320014564067,XGB
420B06|CITYBEV97,420B06|CITYBEV,2016-10-31,193.95573197210456,193.93772254900162,193.19288643602633,194.272910417126,192.85769856790193,XGB
420B06|CITYBEV98,420B06|CITYBEV,2016-11-07,148.7313306218639,148.72791984119164,148.58685632107648,148.79140062542567,148.52337553684245,XGB
420B06|CITYBEV99,420B06|CITYBEV,2016-11-14,167.65497740622322,167.38011871120037,156.01247629154724,172.49573510233256,150.89685990041505,XGB
420B06|CITYBEV100,420B06|CITYBEV,2016-11-21,142.86345024037428,142.86930655627603,142.86358849755206,142.87187977188697,142.86101528194112,XGB
420B06|CITYBEV101,420B06|CITYBEV,2016-11-28,133.38416897646653,133.37782528954494,133.11546224317772,133.49589275251364,132.99739478020902,XGB
420B06|CITYBEV102,420B06|CITYBEV,2016-12-05,124.11643717639663,124.0957380410327,123.23966045107822,124.48098630884245,122.85441218326848,XGB
420B06|CITYBEV103,420B06|CITYBEV,2016-12-12,147.80599286221354,148.26271400381063,147.81677523412247,148.46339340552314,147.61609583240997,XGB
420B06|CITYBEV104,420B06|CITYBEV,2016-12-19,156.9892888070417,156.92456332525782,154.24763825181984,158.12922136058066,153.042980216497,XGB
420B06|CITYBEV105,420B06|CITYBEV,2016-12-26,184.64565346348877,184.64052079268086,184.42824311160857,184.73604906008023,184.3327148442092,XGB
420B06|CITYBEV106,420B06|CITYBEV,2017-01-02,116.28471399263344,139.21409703951161,116.82603584778013,149.28907376468436,106.75105912260737,XGB
420B06|CITYBEV107,420B06|CITYBEV,2017-01-09,173.28643695395272,172.3540791647064,133.79350186716292,189.70694038189205,116.44064064997727,XGB
420B06|CITYBEV108,420B06|CITYBEV,2017-01-16,145.9870607825867,145.98359514254204,145.8402627412161,146.04809695870892,145.7757609250492,XGB
420B06|CITYBEV109,420B06|CITYBEV,2017-01-23,136.63903801100992,136.62569103868745,136.0736851844271,136.87410228279668,135.82527394031786,XGB
420B06|CITYBEV110,420B06|CITYBEV,2017-01-30,168.8972600348859,168.19796712302502,139.27651798359773,181.21307032658484,126.26141478003791,XGB
420B06|CITYBEV111,420B06|CITYBEV,2017-02-06,124.27993531396623,124.1367563518403,118.21514181703616,126.80157525253327,115.55032291634319,XGB
420B06|CITYBEV112,420B06|CITYBEV,2017-02-13,120.57197330668123,120.56045326430767,120.0840058215551,120.7748620447461,119.86959704111666,XGB
420B06|CITYBEV113,420B06|CITYBEV,2017-02-20,141.88185453679785,181.94711985454182,142.8277240224445,199.55145812822687,125.22338574875945,XGB
420B06|CITYBEV114,420B06|CITYBEV,2017-02-27,143.77662246589057,144.38526444012365,143.79099141781302,144.6526965691009,143.52355928883577,XGB
420B06|CITYBEV115,420B06|CITYBEV,2017-03-06,159.86055883004406,164.67789832882482,159.97428762723933,166.79459650723828,157.85758944882588,XGB
420B06|CITYBEV116,420B06|CITYBEV,2017-03-13,34.976893511476646,35.54548829433728,34.99031702060707,35.795324026579344,34.74048128836501,XGB
420B06|CITYBEV117,420B06|CITYBEV,2017-03-20,120.13283982164762,120.14797218838824,120.13319706984832,120.15462122218024,120.12654803605632,XGB
420B06|CITYBEV118,420B06|CITYBEV,2017-03-27,143.33003101105305,157.49864311243857,143.66452668291197,163.7242112778627,137.43895851748783,XGB
420B06|CITYBEV119,420B06|CITYBEV,2017-04-03,80.2524746403451,80.23940981581481,79.69907306742326,80.48256978027887,79.4559131029592,XGB
420B06|CITYBEV120,420B06|CITYBEV,2017-04-10,152.60611644894402,152.69310238396375,152.608170031791,152.73132326714014,152.5699491486146,XGB
420B06|CITYBEV121,420B06|CITYBEV,2017-04-17,157.38768152155944,223.05970303165543,158.93808086908655,251.91543311634888,130.0823507843931,XGB
420B06|CITYBEV122,420B06|CITYBEV,2017-04-24,136.6655959159823,136.84776014697806,136.66989648871302,136.9278015673551,136.589855068336,XGB
420B06|CITYBEV123,420B06|CITYBEV,2017-05-01,112.25514725441622,112.3909064236796,112.25835228637057,112.45055785292918,112.19870085712098,XGB
420B06|CITYBEV124,420B06|CITYBEV,2017-05-08,96.3665039793973,96.49419430103887,96.36951852024447,96.55030034697734,96.313412474306,XGB
420B06|CITYBEV125,420B06|CITYBEV,2017-05-15,168.63755277039445,169.16138335318487,168.649919476567,169.3915500750176,168.41975275473428,XGB
420B06|CITYBEV126,420B06|CITYBEV,2017-05-22,136.86507103349663,136.99906707508364,136.86823444114987,137.05794380096393,136.80935771526958,XGB
420B06|CITYBEV127,420B06|CITYBEV,2017-05-29,84.07718423045685,110.9096294446222,84.71065042497932,122.6995786316325,72.92070123796901,XGB
420B06|CITYBEV128,420B06|CITYBEV,2017-06-05,117.72707560629624,158.411811491651,118.68756968764973,176.28833988653767,100.81104129276306,XGB
420B06|CITYBEV129,420B06|CITYBEV,2017-06-12,95.34701832132168,128.14966010357696,96.12143021312792,142.56286310187556,81.70822721482932,XGB
420B06|CITYBEV130,420B06|CITYBEV,2017-06-19,109.57367923037123,120.24105742318316,109.82551701166166,124.92821306062314,105.13836137422169,XGB
420B06|CITYBEV131,420B06|CITYBEV,2017-06-26,123.69627565583528,132.23346625559927,123.89782350576029,135.9846355049043,120.14665425645524,XGB
420B06|CITYBEV132,420B06|CITYBEV,2017-07-03,110.38877084497267,129.7483988465932,110.84581714767351,138.25485543661847,102.33936055764826,XGB
23,420B06|CITYBEV,2017-07-10,128.98059626976078,128.67040429378974,115.84144334717959,134.44363681438801,110.06821082658134,XGB
133,420B06|CITYBEV,2017-07-17,118.14127297658115,126.93393267734803,118.34885199652956,130.7973528861029,114.48543178777467,XGB
243,420B06|CITYBEV,2017-07-24,118.74125160946323,118.65837319030616,115.23067652164004,120.2008901533435,113.6881595586027,XGB
353,420B06|CITYBEV,2017-07-31,117.1058008806549,128.80612334171738,117.38202463458181,133.94714594277121,112.241002033528,XGB
463,420B06|CITYBEV,2017-08-07,106.5704263938519,106.44619755690115,101.30832481633496,108.75832042608565,98.99620194715047,XGB
573,420B06|CITYBEV,2017-08-14,112.24613109303846,118.45178962660545,112.39263562754466,121.17850343143107,109.66592182271904,XGB
683,420B06|CITYBEV,2017-08-21,110.65512852339225,122.30775972073108,110.93022637160682,127.42782718439514,105.81015890794276,XGB
793,420B06|CITYBEV,2017-08-28,111.27652500815907,111.1437543889621,105.65260948360705,113.61485524232384,103.1815086302453,XGB
903,420B06|CITYBEV,2017-09-04,119.417880125799,126.14090322753246,119.57659871540012,129.0949426421248,116.6225593008078,XGB
1013,420B06|CITYBEV,2017-09-11,129.5858525000308,129.52045425190764,126.81570481884283,130.73763368304193,125.5985253877085,XGB
1123,420B06|CITYBEV,2017-09-18,116.45186431942898,116.3366206723919,111.57035860982462,118.48151294042691,109.42546634178962,XGB
1233,420B06|CITYBEV,2017-09-25,98.51622306499212,119.44331722359857,99.01027444917486,128.63850516835947,89.81508650441397,XGB
1343,420B06|CITYBEV,2017-10-02,107.54807302948939,107.9944528870413,107.5586112621185,108.19058841612323,107.36247573303658,XGB
1453,420B06|CITYBEV,2017-10-09,117.95681092154791,123.26452271735484,118.08211653443841,125.5966863301896,115.74995292160365,XGB
1563,420B06|CITYBEV,2017-10-16,102.08183283011272,111.96092914798028,102.3150606816876,116.30172040541478,97.9742694242531,XGB
1673,420B06|CITYBEV,2017-10-23,96.48309196620858,108.88830199736732,96.77595685898926,114.33904622713064,91.32521262922594,XGB
420B06|CITYBNC53,420B06|CITYBNC,2015-12-28,32.67917237443385,32.689274743133495,32.6794108733483,32.69371363838462,32.674971978097176,XGB
420B06|CITYBNC54,420B06|CITYBNC,2016-01-04,17.601150680750493,17.203586540915808,0.7610760351374211,24.602972724043987,-6.638310147990756,XGB
420B06|CITYBNC55,420B06|CITYBNC,2016-01-11,17.867091487702396,17.893644954266264,17.86771836770835,17.905312322596963,17.85605099937765,XGB
420B06|CITYBNC56,420B06|CITYBNC,2016-01-18,10.890806547394504,11.001948241902397,10.893430404658005,11.050782961226243,10.84459568533416,XGB
420B06|CITYBNC57,420B06|CITYBNC,2016-01-25,16.593826790337175,16.418610093747223,9.171974681242343,19.679709055892456,5.91087571909711,XGB
420B06|CITYBNC58,420B06|CITYBNC,2016-02-01,11.172351441764135,11.168704199705019,11.017861078142062,11.236585957124033,10.949979320723047,XGB
420B06|CITYBNC59,420B06|CITYBNC,2016-02-08,11.035425980970103,11.568719547427262,11.048016091316386,11.803044224142528,10.81369141460112,XGB
420B06|CITYBNC60,420B06|CITYBNC,2016-02-15,10.255690209845852,10.255145805189478,10.23263024509506,10.265278158409473,10.222497891875065,XGB
420B06|CITYBNC61,420B06|CITYBNC,2016-02-22,18.8096052363818,18.69198443076794,13.827407528011527,20.881119910314723,11.638272048464742,XGB
420B06|CITYBNC62,420B06|CITYBNC,2016-02-29,20.413054806747596,20.403259920905878,19.998161731158877,20.58556042465017,19.815861227414587,XGB
420B06|CITYBNC63,420B06|CITYBNC,2016-03-07,33.255956978891845,33.43358391292566,33.260150434130416,33.511631683443326,33.18210266361275,XGB
420B06|CITYBNC64,420B06|CITYBNC,2016-03-14,28.780185180611625,28.776915615207812,28.64169249492376,28.837768128424557,28.580839981707015,XGB
420B06|CITYBNC65,420B06|CITYBNC,2016-03-21,21.074518905579566,21.127793896640892,21.07577663313967,21.151202476535055,21.05236805324551,XGB
420B06|CITYBNC66,420B06|CITYBNC,2016-03-28,42.34552327467168,42.38145577307533,42.34637157689839,42.39724420856677,42.330583141406954,XGB
420B06|CITYBNC67,420B06|CITYBNC,2016-04-04,18.29089622326819,18.50058550162507,18.295846613295364,18.59272119470694,18.203710920213496,XGB
420B06|CITYBNC68,420B06|CITYBNC,2016-04-11,17.215465906634336,17.50124406466484,17.222212619459064,17.626812567089594,17.09664411703431,XGB
420B06|CITYBNC69,420B06|CITYBNC,2016-04-18,30.112428569228086,30.1067082108756,29.87012487026878,30.21317440416337,29.763658676981006,XGB
420B06|CITYBNC70,420B06|CITYBNC,2016-04-25,33.12244530538419,32.9834417158492,27.234512795297245,35.570549396733384,24.647405114413065,XGB
420B06|CITYBNC71,420B06|CITYBNC,2016-05-02,35.73965580147524,35.80624139995106,35.7412277687462,35.83549854801755,35.711970620679715,XGB
420B06|CITYBNC72,420B06|CITYBNC,2016-05-09,25.161322067196807,25.157308737221285,24.991324902982285,25.23200405149577,24.9166295887078,XGB
420B06|CITYBNC73,420B06|CITYBNC,2016-05-16,2.5907645920890445,2.6407398315953547,2.5919444183977443,2.6626985286013594,2.5699857213917396,XGB
420B06|CITYBNC74,420B06|CITYBNC,2016-05-23,78.25571680070402,77.19290250120319,33.236887523341935,96.9737948277284,13.455995196816737,XGB
420B06|CITYBNC75,420B06|CITYBNC,2016-05-30,60.602383336438834,59.83685424808342,28.176000522702488,74.08473224209754,13.928122528688363,XGB
420B06|CITYBNC76,420B06|CITYBNC,2016-06-06,33.24708850993534,33.369353054564485,33.249974957860346,33.42307506003381,33.19625295239102,XGB
420B06|CITYBNC77,420B06|CITYBNC,2016-06-13,32.081055593482915,32.257999681701,32.08523292794916,32.33574741555016,32.0074851941,XGB
420B06|CITYBNC78,420B06|CITYBNC,2016-06-20,53.12527950167055,53.12205994874815,52.98890525131393,53.18198163942107,52.928983560641015,XGB
420B06|CITYBNC79,420B06|CITYBNC,2016-06-27,46.065449602700255,57.39855972875839,46.33300412806525,62.37823233967939,41.35333151714425,XGB
420B06|CITYBNC80,420B06|CITYBNC,2016-07-04,44.88495099731881,45.040235643090135,44.88861699096342,45.10846640135887,44.82038623269469,XGB
420B06|CITYBNC81,420B06|CITYBNC,2016-07-11,50.74918823209168,50.883804194150535,50.75236627496205,50.9429533078361,50.693217161276486,XGB
420B06|CITYBNC82,420B06|CITYBNC,2016-07-18,45.1480548212769,44.99519791209875,38.673321557537314,47.84014087460728,35.82837859502879,XGB
420B06|CITYBNC83,420B06|CITYBNC,2016-07-25,65.80799985754857,65.419434001126,49.34907569599463,72.65134588946687,42.11716380765377,XGB
420B06|CITYBNC84,420B06|CITYBNC,2016-08-01,51.30849349881805,51.11570602433731,43.142376045807985,54.70382887552344,39.55425319462185,XGB
420B06|CITYBNC85,420B06|CITYBNC,2016-08-08,71.5346709469261,71.53148937639877,71.39990555990484,71.59070414614736,71.34069079015624,XGB
420B06|CITYBNC86,420B06|CITYBNC,2016-08-15,46.10784870642078,54.474568027845365,46.30537203338103,58.150833641144665,42.62910642008173,XGB
420B06|CITYBNC87,420B06|CITYBNC,2016-08-22,1.395817862260401,1.390972654425968,1.1905839051955358,1.4811507170635994,1.1004058425579044,XGB
420B06|CITYBNC88,420B06|CITYBNC,2016-08-29,87.61615298917991,86.21404204077501,28.2253511870151,112.30985738054387,2.129535847246231,XGB
420B06|CITYBNC89,420B06|CITYBNC,2016-09-05,47.84819205714871,47.847950057348065,47.83794139744712,47.852454110409596,47.83343734438559,XGB
420B06|CITYBNC90,420B06|CITYBNC,2016-09-12,34.93445205380135,35.87018472342984,34.956543033903564,36.28133773388008,34.54539002345332,XGB
420B06|CITYBNC91,420B06|CITYBNC,2016-09-19,33.299315033985295,33.29801958979287,33.24444243680223,33.32213014428703,33.220331882308074,XGB
420B06|CITYBNC92,420B06|CITYBNC,2016-09-26,43.99348195549851,44.026553164228716,43.99426270777715,44.041084373269484,43.979731498736385,XGB
420B06|CITYBNC93,420B06|CITYBNC,2016-10-03,21.883557350878846,22.235884478394194,21.891875166229358,22.390694034417002,21.73706561020655,XGB
420B06|CITYBNC94,420B06|CITYBNC,2016-10-10,14.460745330152122,14.456126922747726,14.265118215829888,14.542083820043207,14.179161318534408,XGB
420B06|CITYBNC95,420B06|CITYBNC,2016-10-17,21.82459913352841,21.62685274487165,13.448431335132407,25.307269938934397,9.768014141069656,XGB
420B06|CITYBNC96,420B06|CITYBNC,2016-10-24,24.979002822056827,24.970764169712655,24.630028891679668,25.124100359310685,24.47669270208164,XGB
420B06|CITYBNC97,420B06|CITYBNC,2016-10-31,13.223628595397713,13.467682473368448,13.229390272356433,13.57491768049183,13.122155065233052,XGB
420B06|CITYBNC98,420B06|CITYBNC,2016-11-07,20.10899332940926,20.15033720306092,20.109969384558163,20.168503351008184,20.0918032366109,XGB
420B06|CITYBNC99,420B06|CITYBNC,2016-11-14,22.985385774429915,22.991104355015445,22.98552077992243,22.993617050894894,22.983008084042982,XGB
420B06|CITYBNC100,420B06|CITYBNC,2016-11-21,27.65986461040484,27.814504556742754,27.6635153838452,27.88245203954032,27.595567901047637,XGB
420B06|CITYBNC101,420B06|CITYBNC,2016-11-28,23.684150256384328,29.15256088962555,23.813249682332167,31.555334210693765,21.410476361263953,XGB
420B06|CITYBNC102,420B06|CITYBNC,2016-12-05,16.228875780922863,16.341077818740086,16.231524671001512,16.390378443934157,16.18222404580744,XGB
420B06|CITYBNC103,420B06|CITYBNC,2016-12-12,12.956485918845488,15.747781738003678,13.022383436803157,16.974253481861595,11.79591169294524,XGB
420B06|CITYBNC104,420B06|CITYBNC,2016-12-19,16.298657075892493,19.140468184459934,16.365747169774266,20.389135918677603,15.117079435556597,XGB
420B06|CITYBNC105,420B06|CITYBNC,2016-12-26,22.914169826564148,22.91234745489702,22.836977565412905,22.946265080716792,22.803059939593133,XGB
420B06|CITYBNC106,420B06|CITYBNC,2017-01-02,17.28677018705457,17.258392841679644,16.084758822154207,17.786546455756632,15.556605208077219,XGB
420B06|CITYBNC107,420B06|CITYBNC,2017-01-09,11.547062708953263,12.151349631848904,11.561328845877837,12.416868188150783,11.295810289575957,XGB
420B06|CITYBNC108,420B06|CITYBNC,2017-01-16,18.105915071933055,17.968998701180702,12.306393252297063,20.517259473418072,9.758132480059693,XGB
420B06|CITYBNC109,420B06|CITYBNC,2017-01-23,16.111130710221005,16.08722878207235,15.098689662683876,16.532086804143507,14.65383164061272,XGB
420B06|CITYBNC110,420B06|CITYBNC,2017-01-30,17.748186004833656,17.683926551387795,15.026275539859286,18.87991095823186,13.830291133015221,XGB
420B06|CITYBNC111,420B06|CITYBNC,2017-02-06,18.00251505723577,17.891170716938642,13.286176700487077,19.96348984890727,11.213857568518453,XGB
420B06|CITYBNC112,420B06|CITYBNC,2017-02-13,13.93603122896252,17.97654339899378,14.031420517856706,19.751910227992898,12.256053688857588,XGB
420B06|CITYBNC113,420B06|CITYBNC,2017-02-20,13.324127255693043,13.32168680891015,13.220754486686142,13.367107928162767,13.175333367433524,XGB
420B06|CITYBNC114,420B06|CITYBNC,2017-02-27,15.285844737692287,15.28516363692495,15.256994580915373,15.297840151484927,15.244318066355397,XGB
420B06|CITYBNC115,420B06|CITYBNC,2017-03-06,18.91211551763854,18.95625890256635,18.913157664257692,18.975655132059693,18.89376143476435,XGB
420B06|CITYBNC116,420B06|CITYBNC,2017-03-13,18.148637392630462,19.576337002825827,18.182342835118956,20.203656120564364,17.55502371738042,XGB
420B06|CITYBNC117,420B06|CITYBNC,2017-03-20,24.75078288235568,24.763194563965904,24.751075900030905,24.768648151752704,24.745622312244105,XGB
420B06|CITYBNC118,420B06|CITYBNC,2017-03-27,16.92351004098623,16.92330873418469,16.914983060745993,16.92705541708849,16.911236377842194,XGB
420B06|CITYBNC119,420B06|CITYBNC,2017-04-03,18.882478784048544,19.19341373665726,18.889819403943637,19.33003592157043,18.753197219030465,XGB
420B06|CITYBNC120,420B06|CITYBNC,2017-04-10,36.31370239910598,35.954325901917606,21.09118499336696,42.64297113270321,14.402539762581355,XGB
420B06|CITYBNC121,420B06|CITYBNC,2017-04-17,1.4760415351746587,21.298166502238196,1.9440065666882926,30.007840342059254,-6.765667273132763,XGB
420B06|CITYBNC122,420B06|CITYBNC,2017-04-24,40.62275465596122,40.756558104294136,40.62591351683107,40.81535020632959,40.567121414795615,XGB
420B06|CITYBNC123,420B06|CITYBNC,2017-05-01,24.25005002848434,27.943202609056254,24.33723877674537,29.565942576185012,22.71449880961661,XGB
420B06|CITYBNC124,420B06|CITYBNC,2017-05-08,24.01369147019068,24.185912694628176,24.017757306263004,24.261585242129396,23.942084758761784,XGB
420B06|CITYBNC125,420B06|CITYBNC,2017-05-15,25.649784576541833,27.642707303520833,25.696833929135696,28.51838067198135,24.821160560675178,XGB
420B06|CITYBNC126,420B06|CITYBNC,2017-05-22,39.886147202098755,39.88105859116132,39.67060314406439,39.9757668248502,39.57589491037551,XGB
420B06|CITYBNC127,420B06|CITYBNC,2017-05-29,34.85154818039268,34.850353213150086,34.8009315991972,34.87259371026289,34.778691102084395,XGB
420B06|CITYBNC128,420B06|CITYBNC,2017-06-05,35.74311296132373,35.528332520522106,26.645414519454555,39.525784168788405,22.647962871188255,XGB
420B06|CITYBNC129,420B06|CITYBNC,2017-06-12,34.88757107136348,34.817326690864036,31.912150271244457,36.124701392028335,30.604775570080157,XGB
420B06|CITYBNC130,420B06|CITYBNC,2017-06-19,34.24378932874538,34.23792094216642,33.99521543050569,34.34714220791658,33.88599416475552,XGB
420B06|CITYBNC131,420B06|CITYBNC,2017-06-26,33.66103151397306,33.626918343037275,32.21606128804679,34.26182602306563,31.581153608018436,XGB
420B06|CITYBNC132,420B06|CITYBNC,2017-07-03,33.50676908559717,33.44081189242281,30.712945535683215,34.66839429976782,29.485363128338197,XGB
24,420B06|CITYBNC,2017-07-10,40.2506654968347,40.03561925034302,31.14170802223788,44.03801802223873,27.139309250342166,XGB
134,420B06|CITYBNC,2017-07-17,35.20048015341399,35.088693832061715,30.465420304420498,37.1692390291731,28.384875107309117,XGB
244,420B06|CITYBNC,2017-07-24,32.79391256214922,37.3864838751556,32.902334983195935,39.404420816269024,30.884398042082505,XGB
354,420B06|CITYBNC,2017-07-31,33.39589178670576,33.343171508637944,31.162759245202686,34.3243910352982,30.181539718542435,XGB
464,420B06|CITYBNC,2017-08-07,35.38560497504204,35.295671013796714,31.576170298220354,36.96950434924138,29.902336962775685,XGB
574,420B06|CITYBNC,2017-08-14,32.497485452176534,32.37758391320732,27.41868013737839,34.60916795686268,25.18709609372303,XGB
684,420B06|CITYBNC,2017-08-21,34.83378392869463,34.73983928816635,30.854464366046685,36.48831860371258,29.105985050500458,XGB
794,420B06|CITYBNC,2017-08-28,34.76174314509126,34.651363438492616,30.08626487068019,36.70572899632021,28.03189931285259,XGB
904,420B06|CITYBNC,2017-09-04,27.19150612317958,28.482868059619047,27.22199287625401,29.05028155813326,26.654579377739797,XGB
1014,420B06|CITYBNC,2017-09-11,31.374592210172978,31.310332100936268,28.652653967122585,32.50632871323169,27.456657354827165,XGB
1124,420B06|CITYBNC,2017-09-18,31.004826617039953,30.986465144724928,30.227068933670996,31.328205284080024,29.8853287943159,XGB
1234,420B06|CITYBNC,2017-09-25,31.04366544008508,30.939224717972852,26.619751459455497,32.883055055574445,24.675921121853904,XGB
1344,420B06|CITYBNC,2017-10-02,32.65012001479499,32.609690394078385,30.93759677000592,33.36215860472727,30.18512855935704,XGB
1454,420B06|CITYBNC,2017-10-09,32.63830233964882,32.560217824008106,29.330788053770423,34.013511590363414,27.87749428741511,XGB
1564,420B06|CITYBNC,2017-10-16,31.716448274972663,31.663236294542493,29.462488139489743,32.653607289611614,28.472117144420622,XGB
1674,420B06|CITYBNC,2017-10-23,32.455637981066275,32.451278223060896,32.2709667723454,32.53242118821912,32.18982380718718,XGB
420B06|COMER53,420B06|COMER,2015-12-28,50.69808377669142,50.61689459125072,47.25906147501606,52.12797186602488,45.7479842002419,XGB
420B06|COMER54,420B06|COMER,2016-01-04,33.48163585523366,33.47801042179213,33.32806926393204,33.545486281476826,33.260593404247345,XGB
420B06|COMER55,420B06|COMER,2016-01-11,34.31036886405309,34.30780963228009,34.20196458465656,34.35544155458678,34.154332662349866,XGB
420B06|COMER56,420B06|COMER,2016-01-18,40.28935656970452,39.97679036205794,27.049635626428895,45.79421161925332,21.232214369233517,XGB
